Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters,Day_of_Week,Month,Weekend ,Academic_Status
2025-05-19,Main_Hostel_A,25.1,Low,403.2,0,5,NO,Vacation
2025-05-20,Main_Hostel_A,15.1,Medium,406.8,1,5,NO,Vacation
2025-05-21,Girls_Hostel_B,38,Low,527.4,2,5,NO,Vacation
2025-05-22,Garden_Irrigation,20.7,Medium,1155,3,5,NO,Vacation
2025-05-23,Academic_Block_1,19.2,Low,286.5,4,5,NO,Vacation
2025-05-24,Central_Library,23.6,Medium,14.04,5,5,YES,Vacation
2025-05-25,Girls_Hostel_B,26,Medium,687.96,6,5,YES,Vacation
2025-05-26,Boys_Hostel_C,30.1,Medium,531,0,5,NO,Vacation
2025-05-27,Girls_Hostel_B,22.6,Medium,486,1,5,NO,Vacation
2025-05-28,Main_Hostel_A,28.1,Medium,482.4,2,5,NO,Vacation
2025-05-29,Central_Library,29.8,High,194.4,3,5,NO,Vacation
2025-05-30,Garden_Irrigation,41.9,High,2030,4,5,NO,Vacation
2025-05-31,Academic_Block_1,24.2,Low,28.2,5,5,YES,Vacation
2025-06-01,Main_Hostel_A,41.3,Low,662.22,6,6,YES,Vacation
2025-06-02,Main_Hostel_A,24.1,Low,396,0,6,NO,Vacation
2025-06-03,Girls_Hostel_B,19.4,High,504,1,6,NO,Vacation
2025-06-04,Girls_Hostel_B,16.8,High,448.2,2,6,NO,Vacation
2025-06-05,Central_Library,30,Low,135,3,6,NO,Vacation
2025-06-06,Campus_Laundry,26.7,Low,642.6,4,6,NO,Vacation
2025-06-07,Central_Canteen,17.6,High,429,5,6,YES,Vacation
2025-06-08,Main_Hostel_A,36.6,Low,627.12,6,6,YES,Vacation
2025-06-09,Main_Hostel_A,38.6,Medium,572.4,0,6,NO,Vacation
2025-06-10,Boys_Hostel_C,25.3,Medium,468,1,6,NO,Vacation
2025-06-11,Indoor_Stadium,15.3,Low,253.5,2,6,NO,Vacation
2025-06-12,Central_Canteen,38.4,High,580.5,3,6,NO,Vacation
2025-06-13,Central_Canteen,16.5,Medium,310.5,4,6,NO,Vacation
2025-06-14,Garden_Irrigation,16.9,Medium,1130,5,6,YES,Vacation
2025-06-15,Main_Hostel_A,29.5,Medium,706.68,6,6,YES,Vacation
2025-06-16,Girls_Hostel_B,25.1,Low,338.4,0,6,NO,Vacation
2025-06-17,Girls_Hostel_B,25.6,Medium,446.4,1,6,NO,Vacation
2025-06-18,Girls_Hostel_B,28.4,Low,367.2,2,6,NO,Vacation
2025-06-19,Boys_Hostel_C,35.4,Medium,532.8,3,6,NO,Vacation
2025-06-20,Girls_Hostel_B,37.6,Medium,619.2,4,6,NO,Vacation
2025-06-21,Central_Library,29.2,Medium,15.72,5,6,YES,Vacation
2025-06-22,Indoor_Stadium,24.6,Medium,397.5,6,6,YES,Vacation
2025-06-23,Indoor_Stadium,22.3,High,435,0,6,NO,Vacation
2025-06-24,Central_Canteen,27,Medium,445.5,1,6,NO,Vacation
2025-06-25,Academic_Block_1,23.8,High,415.5,2,6,NO,Vacation
2025-06-26,Academic_Block_1,19.1,Medium,348,3,6,NO,Vacation
2025-06-27,Central_Canteen,30.4,Medium,472.5,4,6,NO,Vacation
2025-06-28,Boys_Hostel_C,21.1,High,699.66,5,6,YES,Vacation
2025-06-29,Indoor_Stadium,41,Medium,529.5,6,6,YES,Vacation
2025-06-30,Boys_Hostel_C,18.2,Medium,379.8,0,6,NO,Vacation
2025-07-01,Central_Library,40,High,726,1,7,NO,Regular
2025-07-02,Campus_Laundry,26.5,High,2754,2,7,NO,Regular
2025-07-03,Academic_Block_1,33.9,Low,1135,3,7,NO,Regular
2025-07-04,Central_Library,36.2,Medium,642,4,7,NO,Regular
2025-07-05,Boys_Hostel_C,22.6,Low,1583.4,5,7,YES,Regular
2025-07-06,Girls_Hostel_B,35.1,Low,1934.4,6,7,YES,Regular
2025-07-07,Boys_Hostel_C,36.3,Low,1506,0,7,NO,Regular
2025-07-08,Garden_Irrigation,15.5,Medium,1090,1,7,NO,Regular
2025-07-09,Central_Canteen,18,Medium,1075,2,7,NO,Regular
2025-07-10,Garden_Irrigation,34.4,Low,1225,3,7,NO,Regular
2025-07-11,Academic_Block_1,25.6,Low,985,4,7,NO,Regular
2025-07-12,Girls_Hostel_B,40.1,Low,2301,5,7,YES,Regular
2025-07-13,Boys_Hostel_C,34.6,Low,1957.8,6,7,YES,Regular
2025-07-14,Campus_Laundry,28.6,High,2817,0,7,NO,Regular
2025-07-15,Main_Hostel_A,36.4,Medium,2004,1,7,NO,Regular
2025-07-16,Central_Library,22.5,Medium,492,2,7,NO,Regular
2025-07-17,Boys_Hostel_C,32.4,Medium,1764,3,7,NO,Regular
2025-07-18,Central_Canteen,19.9,Low,845,4,7,NO,Regular
2025-07-19,Indoor_Stadium,17,High,1250,5,7,YES,Regular
2025-07-20,Boys_Hostel_C,37.8,Medium,2644.2,6,7,YES,Regular
2025-07-21,Academic_Block_1,26.6,Medium,1275,0,7,NO,Regular
2025-07-22,Boys_Hostel_C,34.7,Medium,1776,1,7,NO,Regular
2025-07-23,Central_Canteen,21.9,Low,955,2,7,NO,Regular
2025-07-24,Garden_Irrigation,19.3,Medium,1185,3,7,NO,Regular
2025-07-25,Boys_Hostel_C,32.6,High,2202,4,7,NO,Regular
2025-07-26,Girls_Hostel_B,35.9,Low,2113.8,5,7,YES,Regular
2025-07-27,Academic_Block_1,27.1,Low,96.5,6,7,YES,Regular
2025-07-28,Girls_Hostel_B,18,High,1644,0,7,NO,Regular
2025-07-29,Boys_Hostel_C,26.8,Low,1422,1,7,NO,Regular
2025-07-30,Boys_Hostel_C,24.9,Low,1260,2,7,NO,Regular
2025-07-31,Campus_Laundry,17.3,Low,1440,3,7,NO,Regular
2025-08-01,Indoor_Stadium,16.8,Medium,1175,4,8,NO,Regular
2025-08-02,Main_Hostel_A,32.6,Low,1895.4,5,8,YES,Regular
2025-08-03,Academic_Block_1,31,Low,121,6,8,YES,Regular
2025-08-04,Girls_Hostel_B,37.5,Low,1638,0,8,NO,Regular
2025-08-05,Campus_Laundry,38.5,Medium,2835,1,8,NO,Regular
2025-08-06,Central_Library,30.7,Low,432,2,8,NO,Regular
2025-08-07,Central_Library,20.1,Medium,474,3,8,NO,Regular
2025-08-08,Central_Library,21.1,High,538,4,8,NO,Regular
2025-08-09,Girls_Hostel_B,15.7,Medium,1778.4,5,8,YES,Regular
2025-08-10,Garden_Irrigation,32.9,Medium,1635,6,8,YES,Regular
2025-08-11,Boys_Hostel_C,39.3,Medium,1872,0,8,NO,Regular
2025-08-12,Academic_Block_1,30.4,Medium,1565,1,8,NO,Regular
2025-08-13,Garden_Irrigation,36.1,Medium,1495,2,8,NO,Regular
2025-08-14,Boys_Hostel_C,17.9,Low,1044,3,8,NO,Regular
2025-08-15,Academic_Block_1,15.3,Medium,1075,4,8,NO,Regular
2025-08-16,Central_Library,25.4,Medium,54.2,5,8,YES,Regular
2025-08-17,Main_Hostel_A,38.3,Low,1950,6,8,YES,Regular
2025-08-18,Central_Canteen,33.6,Low,1335,0,8,NO,Regular
2025-08-19,Central_Canteen,34.9,Medium,1665,1,8,NO,Regular
2025-08-20,Campus_Laundry,38.5,Medium,3042,2,8,NO,Regular
2025-08-21,Central_Library,24.7,High,630,3,8,NO,Regular
2025-08-22,Girls_Hostel_B,31.5,Low,1302,4,8,NO,Regular
2025-08-23,Central_Canteen,28.6,Medium,1400,5,8,YES,Regular
2025-08-24,Academic_Block_1,28.9,High,167,6,8,YES,Regular
2025-08-25,Main_Hostel_A,27.8,Low,1206,0,8,NO,Regular
2025-08-26,Central_Library,15.1,Medium,462,1,8,NO,Regular
2025-08-27,Girls_Hostel_B,29.1,Medium,1770,2,8,NO,Regular
2025-08-28,Academic_Block_1,28.7,Medium,1505,3,8,NO,Regular
2025-08-29,Campus_Laundry,39.2,High,3537,4,8,NO,Regular
2025-08-30,Girls_Hostel_B,16.9,Low,1466.4,5,8,YES,Regular
2025-08-31,Main_Hostel_A,29.1,High,2496,6,8,YES,Regular
2025-09-01,Girls_Hostel_B,37.2,Medium,2016,0,9,NO,Regular
2025-09-02,Central_Canteen,20.4,Medium,1200,1,9,NO,Regular
2025-09-03,Garden_Irrigation,16.7,Medium,1110,2,9,NO,Regular
2025-09-04,Campus_Laundry,40.9,Medium,2988,3,9,NO,Regular
2025-09-05,Campus_Laundry,39.3,High,3519,4,9,NO,Regular
2025-09-06,Central_Library,23.7,Medium,55.4,5,9,YES,Regular
2025-09-07,Main_Hostel_A,23.1,Low,1536.6,6,9,YES,Regular
2025-09-08,Academic_Block_1,15.1,Medium,980,0,9,NO,Regular
2025-09-09,Central_Library,32.5,Medium,622,1,9,NO,Regular
2025-09-10,Central_Library,40.5,Low,528,2,9,NO,Regular
2025-09-11,Boys_Hostel_C,35.2,Medium,1962,3,9,NO,Regular
2025-09-12,Campus_Laundry,22.2,High,2583,4,9,NO,Regular
2025-09-13,Campus_Laundry,29.7,Medium,2412,5,9,YES,Regular
2025-09-14,Main_Hostel_A,28,High,2581.8,6,9,YES,Regular
2025-09-15,Central_Library,34.7,Medium,670,0,9,NO,Regular
2025-09-16,Indoor_Stadium,22.1,Medium,1200,1,9,NO,Regular
2025-09-17,Campus_Laundry,23.2,Medium,2331,2,9,NO,Regular
2025-09-18,Central_Library,30.2,Low,450,3,9,NO,Regular
2025-09-19,Main_Hostel_A,27,High,1794,4,9,NO,Regular
2025-09-20,Boys_Hostel_C,29.7,Low,1911,5,9,YES,Regular
2025-09-21,Girls_Hostel_B,40.4,Medium,2535,6,9,YES,Regular
2025-09-22,Girls_Hostel_B,19.9,High,1812,0,9,NO,Regular
2025-09-23,Boys_Hostel_C,32.1,Medium,1698,1,9,NO,Regular
2025-09-24,Academic_Block_1,34.7,Low,1145,2,9,NO,Regular
2025-09-25,Main_Hostel_A,33.2,Low,1362,3,9,NO,Regular
2025-09-26,Boys_Hostel_C,31.1,Medium,1830,4,9,NO,Regular
2025-09-27,Boys_Hostel_C,29.8,Medium,2425.8,5,9,YES,Regular
2025-09-28,Girls_Hostel_B,16.2,Low,1341.6,6,9,YES,Regular
2025-09-29,Girls_Hostel_B,34.7,High,2214,0,9,NO,Regular
2025-09-30,Campus_Laundry,18,Medium,1872,1,9,NO,Regular
2025-10-01,Boys_Hostel_C,36.6,Low,1512,2,10,NO,Regular
2025-10-02,Garden_Irrigation,17.7,Medium,1260,3,10,NO,Regular
2025-10-03,Central_Library,32.1,Low,474,4,10,NO,Regular
2025-10-04,Academic_Block_1,33.7,High,184.5,5,10,YES,Regular
2025-10-05,Main_Hostel_A,24.5,Low,1645.8,6,10,YES,Regular
2025-10-06,Central_Canteen,34.1,Low,1175,0,10,NO,Regular
2025-10-07,Central_Canteen,27.3,Low,1110,1,10,NO,Regular
2025-10-08,Girls_Hostel_B,33.3,Low,1620,2,10,NO,Regular
2025-10-09,Campus_Laundry,32.2,Medium,2556,3,10,NO,Regular
2025-10-10,Garden_Irrigation,28.2,Medium,1315,4,10,NO,Regular
2025-10-11,Garden_Irrigation,20.4,High,1285,5,10,YES,Regular
2025-10-12,Girls_Hostel_B,15.3,Low,1287,6,10,YES,Regular
2025-10-13,Central_Library,21.6,Low,362,0,10,NO,Regular
2025-10-14,Indoor_Stadium,30.5,Medium,1430,1,10,NO,Regular
2025-10-15,Central_Canteen,27.6,Medium,1480,2,10,NO,Regular
2025-10-16,Main_Hostel_A,21.5,Medium,1500,3,10,NO,Regular
2025-10-17,Campus_Laundry,18.3,Medium,1989,4,10,NO,Regular
2025-10-18,Main_Hostel_A,19,Low,1302.6,5,10,YES,Regular
2025-10-19,Main_Hostel_A,18.8,Low,1170,6,10,YES,Regular
2025-10-20,Garden_Irrigation,32.2,Medium,1500,0,10,NO,Regular
2025-10-21,Academic_Block_1,34.7,Medium,1545,1,10,NO,Regular
2025-10-22,Garden_Irrigation,16.3,Low,900,2,10,NO,Regular
2025-10-23,Central_Canteen,40.3,Medium,1600,3,10,NO,Regular
2025-10-24,Boys_Hostel_C,24.5,Medium,1584,4,10,NO,Regular
2025-10-25,Girls_Hostel_B,41.3,Medium,2831.4,5,10,YES,Regular
2025-10-26,Central_Library,34.5,Medium,62.4,6,10,YES,Regular
2025-10-27,Garden_Irrigation,35.6,Low,1305,0,10,NO,Regular
2025-10-28,Campus_Laundry,34.8,Medium,2610,1,10,NO,Regular
2025-10-29,Central_Canteen,36.5,Medium,1505,2,10,NO,Regular
2025-10-30,Indoor_Stadium,38.3,Low,1265,3,10,NO,Regular
2025-10-31,Central_Library,33.1,Medium,572,4,10,NO,Regular
2025-11-01,Central_Library,41.8,Medium,89.75,5,11,YES,Exams
2025-11-02,Boys_Hostel_C,40.7,High,3558.75,6,11,YES,Exams
2025-11-03,Boys_Hostel_C,25.3,Low,1425,0,11,NO,Exams
2025-11-04,Central_Canteen,19.5,High,1405,1,11,NO,Exams
2025-11-05,Main_Hostel_A,40.8,Low,2197.5,2,11,NO,Exams
2025-11-06,Indoor_Stadium,29.3,Medium,1470,3,11,NO,Exams
2025-11-07,Campus_Laundry,34.4,High,3141,4,11,NO,Exams
2025-11-08,Academic_Block_1,26.2,Medium,123.5,5,11,YES,Exams
2025-11-09,Garden_Irrigation,35.9,Low,1365,6,11,YES,Exams
2025-11-10,Central_Canteen,34,Low,1225,0,11,NO,Exams
2025-11-11,Academic_Block_1,27.5,High,1640,1,11,NO,Exams
2025-11-12,Central_Library,24.1,Medium,670,2,11,NO,Exams
2025-11-13,Main_Hostel_A,36.8,Low,1972.5,3,11,NO,Exams
2025-11-14,Girls_Hostel_B,39.9,High,2797.5,4,11,NO,Exams
2025-11-15,Boys_Hostel_C,19.5,Medium,2291.25,5,11,YES,Exams
2025-11-16,Garden_Irrigation,34.3,Low,1355,6,11,YES,Exams
2025-11-17,Indoor_Stadium,20.3,Medium,1150,0,11,NO,Exams
2025-11-18,Girls_Hostel_B,40.4,Medium,2625,1,11,NO,Exams
2025-11-19,Garden_Irrigation,16.9,Medium,1095,2,11,NO,Exams
2025-11-20,Indoor_Stadium,31.5,Medium,1515,3,11,NO,Exams
2025-11-21,Main_Hostel_A,15.5,High,2010,4,11,NO,Exams
2025-11-22,Central_Library,39.5,Medium,83.5,5,11,YES,Exams
2025-11-23,Central_Library,21.6,Low,43.5,6,11,YES,Exams
2025-11-24,Central_Library,16.3,Medium,570,0,11,NO,Exams
2025-11-25,Indoor_Stadium,28.4,High,1720,1,11,NO,Exams
2025-11-26,Boys_Hostel_C,23.6,Low,1455,2,11,NO,Exams
2025-11-27,Boys_Hostel_C,37.4,Medium,2595,3,11,NO,Exams
2025-11-28,Academic_Block_1,38.5,Low,1325,4,11,NO,Exams
2025-11-29,Central_Canteen,32.9,Medium,1595,5,11,YES,Exams
2025-11-30,Campus_Laundry,27.1,High,2961,6,11,YES,Exams
2025-12-01,Garden_Irrigation,27,High,1470,0,12,NO,Exams
2025-12-02,Indoor_Stadium,26.3,High,1615,1,12,NO,Exams
2025-12-03,Academic_Block_1,20.7,Medium,1190,2,12,NO,Exams
2025-12-04,Central_Canteen,20.8,Medium,1225,3,12,NO,Exams
2025-12-05,Academic_Block_1,35.2,Low,1295,4,12,NO,Exams
2025-12-06,Girls_Hostel_B,35.6,Medium,2856.75,5,12,YES,Exams
2025-12-07,Central_Canteen,37.1,Medium,1650,6,12,YES,Exams
2025-12-08,Main_Hostel_A,22.3,Low,1372.5,0,12,NO,Exams
2025-12-09,Boys_Hostel_C,41.8,High,3075,1,12,NO,Exams
2025-12-10,Garden_Irrigation,29.1,Low,1245,2,12,NO,Exams
2025-12-11,Girls_Hostel_B,40.2,Medium,2512.5,3,12,NO,Exams
2025-12-12,Central_Canteen,16.5,Medium,1005,4,12,NO,Exams
2025-12-13,Indoor_Stadium,24,High,1560,5,12,YES,Exams
2025-12-14,Academic_Block_1,29.3,Medium,140,6,12,YES,Exams
2025-12-15,Main_Hostel_A,28.7,High,2347.5,0,12,NO,Exams
2025-12-16,Central_Canteen,31.6,Low,1180,1,12,NO,Exams
2025-12-17,Campus_Laundry,37.8,High,3528,2,12,NO,Exams
2025-12-18,Central_Library,28.5,Low,527.5,3,12,NO,Exams
2025-12-19,Garden_Irrigation,32.7,High,1595,4,12,NO,Exams
2025-12-20,Boys_Hostel_C,18,Medium,2466.75,5,12,YES,Exams
2025-12-21,Girls_Hostel_B,18,Medium,2047.5,6,12,YES,Exams
2025-12-22,Academic_Block_1,31.5,Low,1230,0,12,NO,Exams
2025-12-23,Indoor_Stadium,38.4,Low,1390,1,12,NO,Exams
2025-12-24,Main_Hostel_A,26.6,Low,1657.5,2,12,NO,Exams
2025-12-25,Main_Hostel_A,23.6,Low,1357.5,3,12,NO,Exams
2025-12-26,Academic_Block_1,28.3,Medium,1435,4,12,NO,Exams
2025-12-27,Garden_Irrigation,22.5,Medium,1190,5,12,YES,Exams
2025-12-28,Girls_Hostel_B,30.7,Medium,2691,6,12,YES,Exams
2025-12-29,Boys_Hostel_C,31,Low,1875,0,12,NO,Exams
2025-12-30,Campus_Laundry,25.5,Low,1674,1,12,NO,Exams
2025-12-31,Central_Canteen,30.2,Medium,1465,2,12,NO,Exams
2025-01-01,Central_Canteen,36,Medium,1500,2,1,NO,Regular
2025-01-02,Indoor_Stadium,37.7,High,1870,3,1,NO,Regular
2025-01-03,Central_Canteen,28.6,Medium,1320,4,1,NO,Regular
2025-01-04,Boys_Hostel_C,17.9,Medium,1942.2,5,1,YES,Regular
2025-01-05,Central_Canteen,41.5,High,1965,6,1,YES,Regular
2025-01-06,Campus_Laundry,41.1,Medium,3321,0,1,NO,Regular
2025-01-07,Central_Canteen,17.3,High,1290,1,1,NO,Regular
2025-01-08,Boys_Hostel_C,21.2,Medium,1386,2,1,NO,Regular
2025-01-09,Academic_Block_1,23.6,High,1390,3,1,NO,Regular
2025-01-10,Indoor_Stadium,19,High,1420,4,1,NO,Regular
2025-01-11,Central_Library,20,Medium,47,5,1,YES,Regular
2025-01-12,Main_Hostel_A,27.9,Medium,2207.4,6,1,YES,Regular
2025-01-13,Garden_Irrigation,30.6,Low,1255,0,1,NO,Regular
2025-01-14,Central_Library,40,High,810,1,1,NO,Regular
2025-01-15,Campus_Laundry,17.2,High,2223,2,1,NO,Regular
2025-01-16,Campus_Laundry,33.6,Medium,2601,3,1,NO,Regular
2025-01-17,Campus_Laundry,26.5,Low,2070,4,1,NO,Regular
2025-01-18,Boys_Hostel_C,31,High,2472.6,5,1,YES,Regular
2025-01-19,Central_Canteen,29.6,High,1530,6,1,YES,Regular
2025-01-20,Central_Canteen,38.1,Medium,1725,0,1,NO,Regular
2025-01-21,Girls_Hostel_B,35.9,Medium,1980,1,1,NO,Regular
2025-01-22,Academic_Block_1,31.7,Low,1310,2,1,NO,Regular
2025-01-23,Central_Canteen,31.7,Medium,1540,3,1,NO,Regular
2025-01-24,Central_Library,23.7,Medium,484,4,1,NO,Regular
2025-01-25,Garden_Irrigation,21.2,Medium,1190,5,1,YES,Regular
2025-01-26,Academic_Block_1,18.9,High,144.5,6,1,YES,Regular
2025-01-27,Garden_Irrigation,28.5,Medium,1530,0,1,NO,Regular
2025-01-28,Campus_Laundry,36,Medium,2700,1,1,NO,Regular
2025-01-29,Boys_Hostel_C,40,Low,1746,2,1,NO,Regular
2025-01-30,Garden_Irrigation,41.4,High,1990,3,1,NO,Regular
2025-01-31,Campus_Laundry,24.9,Medium,2331,4,1,NO,Regular
2025-02-01,Boys_Hostel_C,32.6,Medium,2511.6,5,2,YES,Regular
2025-02-02,Indoor_Stadium,23.5,High,1425,6,2,YES,Regular
2025-02-03,Campus_Laundry,22.5,Low,1719,0,2,NO,Regular
2025-02-04,Indoor_Stadium,33.7,Medium,1610,1,2,NO,Regular
2025-02-05,Central_Library,39.9,Low,592,2,2,NO,Regular
2025-02-06,Academic_Block_1,20.1,High,1440,3,2,NO,Regular
2025-02-07,Indoor_Stadium,31.6,Low,1150,4,2,NO,Regular
2025-02-08,Central_Library,30,High,62.6,5,2,YES,Regular
2025-02-09,Central_Canteen,30.4,Low,1160,6,2,YES,Regular
2025-02-10,Central_Library,35.5,Low,510,0,2,NO,Regular
2025-02-11,Boys_Hostel_C,29.5,Low,1230,1,2,NO,Regular
2025-02-12,Central_Canteen,30.2,Medium,1575,2,2,NO,Regular
2025-02-13,Indoor_Stadium,32.5,High,1765,3,2,NO,Regular
2025-02-14,Garden_Irrigation,23,High,1510,4,2,NO,Regular
2025-02-15,Girls_Hostel_B,23.7,High,2269.8,5,2,YES,Regular
2025-02-16,Boys_Hostel_C,35.5,Low,2035.8,6,2,YES,Regular
2025-02-17,Indoor_Stadium,15,Medium,1140,0,2,NO,Regular
2025-02-18,Central_Canteen,30.5,Low,1200,1,2,NO,Regular
2025-02-19,Boys_Hostel_C,24,Medium,1422,2,2,NO,Regular
2025-02-20,Central_Canteen,36,Low,1195,3,2,NO,Regular
2025-02-21,Boys_Hostel_C,37.7,Low,1566,4,2,NO,Regular
2025-02-22,Academic_Block_1,24.7,Medium,129,5,2,YES,Regular
2025-02-23,Central_Canteen,20.6,High,1430,6,2,YES,Regular
2025-02-24,Main_Hostel_A,15.2,Medium,1188,0,2,NO,Regular
2025-02-25,Campus_Laundry,26.1,Low,2061,1,2,NO,Regular
2025-02-26,Campus_Laundry,19,Medium,2034,2,2,NO,Regular
2025-02-27,Garden_Irrigation,15.2,Medium,1125,3,2,NO,Regular
2025-02-28,Girls_Hostel_B,21.7,Medium,1470,4,2,NO,Regular
2025-03-01,Campus_Laundry,41.3,Medium,3294,5,3,YES,Regular
2025-03-02,Central_Library,16.1,High,53.6,6,3,YES,Regular
2025-03-03,Boys_Hostel_C,36.7,High,2118,0,3,NO,Regular
2025-03-04,Central_Canteen,27.8,Medium,1405,1,3,NO,Regular
2025-03-05,Girls_Hostel_B,17.2,High,1680,2,3,NO,Regular
2025-03-06,Central_Library,39.5,Low,510,3,3,NO,Regular
2025-03-07,Boys_Hostel_C,37.1,High,2076,4,3,NO,Regular
2025-03-08,Central_Canteen,36.9,Medium,1575,5,3,YES,Regular
2025-03-09,Garden_Irrigation,26.7,High,1570,6,3,YES,Regular
2025-03-10,Girls_Hostel_B,18.7,Medium,1542,0,3,NO,Regular
2025-03-11,Girls_Hostel_B,36.9,Medium,1926,1,3,NO,Regular
2025-03-12,Garden_Irrigation,18.2,Low,750,2,3,NO,Regular
2025-03-13,Boys_Hostel_C,18,Low,1128,3,3,NO,Regular
2025-03-14,Indoor_Stadium,23.8,Medium,1270,4,3,NO,Regular
2025-03-15,Boys_Hostel_C,34.1,Low,1825.2,5,3,YES,Regular
2025-03-16,Girls_Hostel_B,16.2,High,1942.2,6,3,YES,Regular
2025-03-17,Indoor_Stadium,21.3,Medium,1285,0,3,NO,Regular
2025-03-18,Academic_Block_1,40.4,Medium,1600,1,3,NO,Regular
2025-03-19,Central_Canteen,23.2,Medium,1370,2,3,NO,Regular
2025-03-20,Academic_Block_1,34.4,Medium,1600,3,3,NO,Regular
2025-03-21,Garden_Irrigation,17.2,High,1430,4,3,NO,Regular
2025-03-22,Indoor_Stadium,22,Medium,1295,5,3,YES,Regular
2025-03-23,Main_Hostel_A,24.5,Medium,2207.4,6,3,YES,Regular
2025-03-24,Central_Canteen,35.5,High,1905,0,3,NO,Regular
2025-03-25,Garden_Irrigation,41.6,Low,1455,1,3,NO,Regular
2025-03-26,Girls_Hostel_B,29.7,Low,1380,2,3,NO,Regular
2025-03-27,Indoor_Stadium,30.1,Medium,1400,3,3,NO,Regular
2025-03-28,Indoor_Stadium,15.2,Medium,1025,4,3,NO,Regular
2025-03-29,Central_Library,36.6,High,73,5,3,YES,Regular
2025-03-30,Central_Canteen,41.4,Low,1340,6,3,YES,Regular
2025-03-31,Central_Canteen,19.1,Medium,1095,0,3,NO,Regular
2025-04-01,Central_Canteen,37.7,Medium,1695,1,4,NO,Regular
2025-04-02,Girls_Hostel_B,42,Low,1788,2,4,NO,Regular
2025-04-03,Central_Library,35.2,High,732,3,4,NO,Regular
2025-04-04,Main_Hostel_A,24.9,Medium,1518,4,4,NO,Regular
2025-04-05,Central_Canteen,20,High,1450,5,4,YES,Regular
2025-04-06,Girls_Hostel_B,29.8,High,2730,6,4,YES,Regular
2025-04-07,Indoor_Stadium,38.5,Low,1245,0,4,NO,Regular
2025-04-08,Girls_Hostel_B,28.9,Medium,1818,1,4,NO,Regular
2025-04-09,Central_Canteen,15.9,Low,810,2,4,NO,Regular
2025-04-10,Central_Canteen,38.5,High,1805,3,4,NO,Regular
2025-04-11,Girls_Hostel_B,35.3,Medium,1764,4,4,NO,Regular
2025-04-12,Main_Hostel_A,30.3,Low,1934.4,5,4,YES,Regular
2025-04-13,Campus_Laundry,18.1,Medium,2304,6,4,YES,Regular
2025-04-14,Indoor_Stadium,35.8,Medium,1545,0,4,NO,Regular
2025-04-15,Girls_Hostel_B,22.2,High,1722,1,4,NO,Regular
2025-04-16,Campus_Laundry,30.4,Medium,2655,2,4,NO,Regular
2025-04-17,Garden_Irrigation,36.5,High,1890,3,4,NO,Regular
2025-04-18,Campus_Laundry,23.4,Medium,2178,4,4,NO,Regular
2025-04-19,Main_Hostel_A,17.5,Medium,1926.6,5,4,YES,Regular
2025-04-20,Indoor_Stadium,28.9,High,1515,6,4,YES,Regular
2025-04-21,Central_Canteen,28.3,Low,1130,0,4,NO,Regular
2025-04-22,Academic_Block_1,15.2,Low,755,1,4,NO,Regular
2025-04-23,Indoor_Stadium,40.9,Medium,1835,2,4,NO,Regular
2025-04-24,Indoor_Stadium,34.8,Medium,1580,3,4,NO,Regular
2025-04-25,Academic_Block_1,31.8,Low,1120,4,4,NO,Regular
2025-04-26,Central_Library,39.6,Medium,64.6,5,4,YES,Regular
2025-04-27,Main_Hostel_A,15.9,Medium,1833,6,4,YES,Regular
2025-04-28,Central_Canteen,21.6,Medium,1325,0,4,NO,Regular
2025-04-29,Girls_Hostel_B,29.3,Medium,1716,1,4,NO,Regular
2025-04-30,Campus_Laundry,24.2,High,2691,2,4,NO,Regular
2025-05-01,Campus_Laundry,23.5,Low,602.1,3,5,NO,Vacation
2025-05-02,Garden_Irrigation,25,Medium,1395,4,5,NO,Vacation
2025-05-03,Central_Library,28.1,Low,11.94,5,5,YES,Vacation
2025-05-04,Academic_Block_1,25,Medium,39.15,6,5,YES,Vacation
2025-05-05,Campus_Laundry,37.1,Low,761.4,0,5,NO,Vacation
2025-05-06,Main_Hostel_A,15.9,Medium,432,1,5,NO,Vacation
2025-05-07,Girls_Hostel_B,25,High,561.6,2,5,NO,Vacation
2025-05-08,Girls_Hostel_B,17,Medium,428.4,3,5,NO,Vacation
2025-05-09,Main_Hostel_A,18.1,Low,286.2,4,5,NO,Vacation
2025-05-10,Boys_Hostel_C,22.6,Medium,599.04,5,5,YES,Vacation
2025-05-11,Girls_Hostel_B,33.1,Medium,671.58,6,5,YES,Vacation
2025-05-12,Central_Library,22.5,Medium,161.4,0,5,NO,Vacation
2025-05-13,Garden_Irrigation,26.3,Low,965,1,5,NO,Vacation
2025-05-14,Central_Library,29.7,Medium,168,2,5,NO,Vacation
2025-05-15,Garden_Irrigation,25.2,Medium,1370,3,5,NO,Vacation
2025-05-16,Central_Library,41.5,Medium,223.8,4,5,NO,Vacation
2025-05-17,Academic_Block_1,16.7,High,39,5,5,YES,Vacation
2025-05-18,Girls_Hostel_B,30.5,High,730.08,6,5,YES,Vacation
2025-05-19,Central_Canteen,34.2,Medium,451.5,0,5,NO,Vacation
2025-05-20,Central_Canteen,22,High,468,1,5,NO,Vacation
2025-05-21,Garden_Irrigation,26.5,High,1595,2,5,NO,Vacation
2025-05-22,Academic_Block_1,17.4,Medium,372,3,5,NO,Vacation
